,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
665,Beck,Loser,5PntSbMHC1ud6Vvl8x56qd,69,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,235000,4
666,Beck,Girl,3DgNj1aYbSRVoVO8yX7DRt,49,0.685,0.677,3,-6.552,1,0.11,0.0549,0.00332,0.285,0.855,149.421,209893,4
667,Beck,E-Pro,01MBhRpvFkbeRwAp7gcF2W,55,0.624,0.959,11,-6.253,0,0.0769,0.00133,0.171,0.101,0.69,95.794,202360,4
668,King Gizzard & The Lizard Wizard,A New World,1QvoBzNqvRFbzuaBOIGTjC,0,0.324,0.405,2,-6.108,1,0.031,0.536,0.0592,0.679,0.29,55.927,57253,5
669,King Gizzard & The Lizard Wizard,Altered Beast I,38YjYwXYlJIywRiPhm0K3K,0,0.399,0.915,2,-3.656,1,0.0956,0.00328,0.03,0.408,0.303,103.307,143853,3
670,King Gizzard & The Lizard Wizard,Alter Me I,514ZsYJxx1aXULZPbRsffD,0,0.364,0.879,2,-3.849,1,0.0666,0.000377,0.297,0.148,0.261,100.355,45533,4
671,King Gizzard & The Lizard Wizard,Altered Beast II,56kUpSNkRvY6C1KofWxN5H,0,0.268,0.805,2,-5.067,1,0.0823,0.0779,0.0304,0.307,0.538,87.22,268707,4
672,King Gizzard & The Lizard Wizard,Alter Me II,2twPxLExfAFf4J7ZZsaG4f,0,0.37,0.801,2,-5.992,1,0.0456,0.000967,0.111,0.331,0.3,95.639,85853,4
673,King Gizzard & The Lizard Wizard,Alter Me III,2dK0R7IjOnsFxvYBNhUtZn,0,0.493,0.812,2,-7.158,0,0.0443,0.222,0.552,0.525,0.0382,93.906,86413,4
674,King Gizzard & The Lizard Wizard,Altered Beast IV,43Sb6gKOEjMG3erHjyrZY8,0,0.514,0.839,5,-5.787,1,0.0841,0.0614,0.0009,0.596,0.136,103.214,310707,3
675,King Gizzard & The Lizard Wizard,Altered Beast III,7fFibZEe8y9GKv8rnCJWGj,0,0.364,0.85,2,-4.149,1,0.0554,0.0589,0.00855,0.604,0.498,101.205,134533,3
676,King Gizzard & The Lizard Wizard,Life / Death,66APoVPl8k3obWWzLos40p,0,0.166,0.654,3,-6.417,1,0.0527,0.0225,0.66,0.334,0.124,87.488,59187,4
677,King Gizzard & The Lizard Wizard,Sketches Of Brunswick East I,0NekwEBHEZEWE9Bo0gWa0Y,0,0.299,0.456,4,-14.907,1,0.047,0.909,0.883,0.291,0.175,87.646,80000,4
678,King Gizzard & The Lizard Wizard,D-Day,1bEpMeuOqGeHc9GnFQEgr5,0,0.431,0.755,11,-7.226,0,0.0343,0.0133,0.0337,0.292,0.38,170.018,99440,1
679,King Gizzard & The Lizard Wizard,Tezeta,44kgLX41LPpJzeWlJBD7D5,0,0.381,0.795,2,-7.859,1,0.0759,0.0653,5.83e-05,0.734,0.242,151.193,210840,5
680,King Gizzard & The Lizard Wizard,"Cranes, Planes, And Migraines",6fsRnU0tUQIi7oPYoApGFZ,0,0.548,0.877,4,-7.924,0,0.0515,0.00959,0.882,0.649,0.533,105.129,75373,3
681,King Gizzard & The Lizard Wizard,The Spider And Me,0Qysv16vKUo75DPHoWMEXa,0,0.253,0.877,4,-6.631,1,0.0839,0.186,7.17e-05,0.416,0.465,177.012,196027,3
682,King Gizzard & The Lizard Wizard,Sketches Of Brunswick East II,0XbpR9FIJhVOHOGi1TDIfW,0,0.328,0.529,0,-12.218,1,0.0322,0.754,0.821,0.403,0.278,111.81,205653,3
683,King Gizzard & The Lizard Wizard,Dusk To Dawn On Lygon Street,0fQBYZXwRhOHqZQhXvFfDi,0,0.317,0.727,9,-6.233,1,0.0376,0.38,0.0337,0.164,0.447,82.664,182987,3
684,King Gizzard & The Lizard Wizard,The Book,3reY7H4KkITaGWf1vn8WSZ,0,0.523,0.901,11,-6.877,0,0.048,0.0107,0.539,0.862,0.692,141.205,299093,4
685,King Gizzard & The Lizard Wizard,A Journey To (S)Hell,0vQx6zfEp5FAO44kMqzcOL,0,0.267,0.854,0,-5.427,1,0.0711,0.0257,0.839,0.407,0.397,102.282,136533,3
686,King Gizzard & The Lizard Wizard,You Can Be Your Silhouette,3GS41QneLWqJB1D5a9O2ze,0,0.614,0.708,1,-7.541,1,0.0543,0.232,0.00227,0.32,0.395,134.746,229840,4
687,King Gizzard & The Lizard Wizard,Sketches Of Brunswick East III,3XiT2RNrptTYJkLgKajkPg,0,0.462,0.504,10,-14.374,1,0.118,0.462,0.0111,0.318,0.358,52.28,128573,3
688,King Gizzard & The Lizard Wizard,The Castle In The Air,3PuS7Y8gmF2mAOTbhJU9lg,31,0.493,0.741,4,-8.806,0,0.0364,0.106,0.835,0.0696,0.681,104.012,167674,3
689,King Gizzard & The Lizard Wizard,Inner Cell,3vRYYiBghmEKMOnZcKj7MB,32,0.34,0.682,6,-10.735,0,0.0373,0.00547,0.78,0.303,0.673,96.299,235711,4
690,King Gizzard & The Lizard Wizard,Loyalty,2Hxo0qwge0a4DS0Bj2J2hw,34,0.552,0.714,6,-8.568,0,0.0286,0.0595,0.565,0.156,0.448,115.396,218868,4
691,King Gizzard & The Lizard Wizard,Horology,49q4JJ9PNjYoZFz2h6oLFY,33,0.62,0.618,11,-7.48,0,0.045,0.308,0.198,0.131,0.935,165.248,172211,4
692,King Gizzard & The Lizard Wizard,Tetrachromacy,1fjZGlwC7sBt3qx3fQjQfM,31,0.62,0.527,4,-9.529,1,0.0315,0.526,0.73,0.302,0.962,109.895,210742,4
693,King Gizzard & The Lizard Wizard,The Fourth Colour,2qQNgNregevtyWNX7OiUKI,35,0.284,0.635,4,-10.128,1,0.0481,0.037,0.327,0.386,0.0767,130.811,372445,4
694,King Gizzard & The Lizard Wizard,Crumbling Castle,4T1168WOWj7Ch7DbbNEFp7,38,0.359,0.727,6,-7.252,0,0.0433,0.147,0.0299,0.0711,0.578,97.659,644256,4
695,King Gizzard & The Lizard Wizard,Polygondwanaland,4Dp1NwpExFHNlSjO5jc7zx,36,0.438,0.495,1,-9.697,0,0.0742,0.305,0.157,0.16,0.778,166.851,212966,5
696,King Gizzard & The Lizard Wizard,Deserted Dunes Welcome Weary Feet,5iJ27E0IOYs9eaFLFJwxR6,35,0.362,0.841,6,-9.227,0,0.0408,0.00443,0.769,0.184,0.523,102.175,213925,4
697,King Gizzard & The Lizard Wizard,Searching...,4Hxcdj7lXiOKY1SSBkrap5,29,0.745,0.451,6,-10.911,1,0.0336,0.747,0.935,0.219,0.237,111.973,183547,3
698,King Gizzard & The Lizard Wizard,Sense,2Sils7z0AKfKTxebwr428R,0,0.534,0.6,5,-9.138,0,0.28,0.505,0.316,0.188,0.653,202.086,210653,4
699,King Gizzard & The Lizard Wizard,Bone,6Zo8r0YEmEysOME25ym4FG,0,0.53,0.496,7,-7.595,1,0.0306,0.655,0.00402,0.152,0.648,124.088,136293,4
700,King Gizzard & The Lizard Wizard,Dirt,6E4krwtK8OZBFcDYNxZKsN,0,0.561,0.624,4,-7.388,1,0.0297,0.572,0.464,0.215,0.502,125.02,170920,4
701,King Gizzard & The Lizard Wizard,Paper Mâché Dream Balloon,2il14critEDGK93vUCzy6R,0,0.268,0.68,4,-6.049,1,0.0306,0.2,0.00162,0.132,0.654,172.791,159507,4
702,King Gizzard & The Lizard Wizard,Trapdoor,2ObqPx9dPrjah7zLdNNEqV,0,0.53,0.834,7,-5.227,0,0.0339,0.728,0.782,0.602,0.555,104.086,158827,4
703,King Gizzard & The Lizard Wizard,Cold Cadaver,3JdpznXDOPXsGTA1xVLGFh,0,0.455,0.784,5,-4.932,1,0.0559,0.23,0.0259,0.534,0.569,86.366,163947,4
704,King Gizzard & The Lizard Wizard,The Bitter Boogie,4jg3F36k4lnEcpnGkvlr8M,0,0.512,0.65,2,-5.937,0,0.0294,0.286,0.043,0.332,0.477,122.032,269200,4
705,King Gizzard & The Lizard Wizard,N.G.R.I (Bloodstain),3pZ87w2mmCphyTv7iPDfls,0,0.209,0.903,5,-5.311,1,0.0417,0.127,0.901,0.553,0.769,173.3,145627,4
706,King Gizzard & The Lizard Wizard,Time = Fate,7BBzVFxWrMaxZhffHS3YnK,0,0.666,0.741,4,-7.573,1,0.0325,0.555,0.104,0.365,0.847,120.859,146720,4
707,King Gizzard & The Lizard Wizard,Time = $$$,0Jn8MTowWvtWCInGFWAwOR,0,0.666,0.734,6,-9.051,1,0.0342,0.713,0.0469,0.16,0.665,129.426,124613,4
708,King Gizzard & The Lizard Wizard,Most Of What I Like,7eoMWOjL2AVTh5MtpcNrMC,0,0.506,0.723,6,-7.439,1,0.0338,0.479,3.44e-05,0.13,0.782,117.085,197960,4
709,King Gizzard & The Lizard Wizard,Paper Mâché,5OL3GFCDzqOc6jciC5u67G,0,0.462,0.387,5,-8.137,1,0.0452,0.933,0.495,0.114,0.531,117.14,149947,4
710,King Gizzard & The Lizard Wizard,Alluda Majaka,0PwQTaunAh72MicFQGTh7X,0,0.449,0.964,9,-5.689,0,0.076,0.000639,0.913,0.332,0.882,117.449,214427,4
711,King Gizzard & The Lizard Wizard,Stressin',3LHidpe5mYfBQgWXaCgQKC,0,0.739,0.333,0,-11.292,0,0.204,0.443,8.58e-05,0.0944,0.704,120.102,176667,1
712,King Gizzard & The Lizard Wizard,ABABCd.,2TOpogHaBR2CZHvbZYPShf,0,0.226,0.992,2,-2.779,1,0.112,0.134,0.853,0.09,0.577,196.083,17200,4
713,King Gizzard & The Lizard Wizard,Pipe-Dream,2sSStteQebmNrrI4Mf4QRb,0,0.411,0.984,9,-2.5,1,0.0928,0.134,0.989,0.678,0.26,98.392,61547,4
714,King Gizzard & The Lizard Wizard,Vegemite,5wQ1PToidtW0Wlecb5lxKZ,0,0.512,0.802,6,-4.121,0,0.0637,0.00191,0.00262,0.404,0.443,122.133,165293,4
715,King Gizzard & The Lizard Wizard,Sleepwalker,4JGw2i1VZ7VpVEO9NGnga3,0,0.529,0.919,9,-3.927,1,0.0551,0.502,0.00165,0.149,0.818,123.683,226360,4
716,King Gizzard & The Lizard Wizard,Hot Wax,4pg3sLGqpSPlF8tC9v4NSf,0,0.516,0.889,1,-6.924,1,0.0611,0.1,0.00267,0.268,0.775,132.724,209013,4
717,King Gizzard & The Lizard Wizard,Crying,68jgIRWcoZ8hV8BdxVegRy,0,0.0823,0.843,7,-3.302,1,0.0592,0.42,0.943,0.668,0.626,202.303,176840,4
718,King Gizzard & The Lizard Wizard,Oddments,4CFkxTm4yZ0CxA9FQuMv6p,0,0.43,0.977,6,-4.993,1,0.0684,0.13,5.15e-05,0.654,0.234,114.512,25040,4
719,King Gizzard & The Lizard Wizard,The Reticent Raconteur,3wJBrfGweyYVcDni2I8MaR,0,0.329,0.531,2,-7.96,1,0.0368,0.912,0.651,0.292,0.19,114.941,65080,4
720,King Gizzard & The Lizard Wizard,The Lord Of Lightning,0HYEaFggiXBR6COdSS4OuP,0,0.264,0.859,9,-4.316,0,0.0721,0.00402,0.000781,0.416,0.103,97.697,307440,4
721,King Gizzard & The Lizard Wizard,The Floating Fire,1MADRRZ1Ta4DqoOXe3TkXW,0,0.198,0.871,0,-4.64,1,0.0781,0.00821,0.222,0.213,0.164,98.954,114333,4
722,King Gizzard & The Lizard Wizard,The Acrid Corpse,16xedSV8I9AHWr9xAbXIVJ,0,0.355,0.647,2,-9.956,1,0.0437,0.422,0.103,0.29,0.198,45.947,60760,4
723,King Gizzard & The Lizard Wizard,Welcome To An Altered Future,47Tei15ZPA1yTFryVBorr0,0,0.237,0.812,9,-6.358,1,0.0532,0.836,0.497,0.477,0.0464,130.764,55133,4
724,King Gizzard & The Lizard Wizard,"Han-Tyumi, The Confused Cyborg",22tvMggQRPcZQ5whvY6drp,0,0.452,0.852,4,-6.288,1,0.2,0.247,0.00881,0.181,0.577,144.248,141800,4
725,King Gizzard & The Lizard Wizard,Murder Of The Universe,43K8RnCgDFv9HKzm2j9SLr,0,0.243,0.975,5,-3.977,1,0.19,0.0804,0.653,0.0963,0.25,130.934,249653,1
726,King Gizzard & The Lizard Wizard,Some Context,5nkMDp89NcAAGLIN41pdBf,0,0.217,0.526,2,-7.089,0,0.0624,4.02e-05,0.695,0.761,0.0,114.356,16507,3
727,King Gizzard & The Lizard Wizard,The Balrog,62J1N6Pj1JT5Dxa3h345TZ,0,0.325,0.9,9,-4.136,1,0.0906,0.013,0.000835,0.154,0.205,106.076,269133,4
728,King Gizzard & The Lizard Wizard,Digital Black,5c1d53F05ysUrf04lDJKvw,0,0.169,0.922,2,-3.449,1,0.0848,0.000892,0.000273,0.399,0.169,140.9,166640,4
729,King Gizzard & The Lizard Wizard,Soy-Protein Munt Machine,5ewpn8KpX8CemilkzzG5Js,0,0.358,0.827,9,-6.687,0,0.103,0.106,0.943,0.698,0.358,127.192,30453,4
730,King Gizzard & The Lizard Wizard,Vomit Coffin,7qV1Ta9J25fSyKIm096REp,0,0.497,0.892,2,-5.711,1,0.086,0.191,0.00903,0.788,0.366,126.499,139013,1
731,King Gizzard & The Lizard Wizard,Planet B,0hy3f5LxZjH95QbuysY5OO,40,0.353,0.921,1,-5.289,1,0.0557,0.00185,0.293,0.121,0.244,92.377,236440,4
732,King Gizzard & The Lizard Wizard,Mars For The Rich,4lV1tx0EdlIChOw7Kz7fP0,41,0.269,0.885,11,-5.938,0,0.0948,0.029,0.795,0.132,0.325,129.191,251720,4
733,King Gizzard & The Lizard Wizard,Organ Farmer,4sJLWVtLug7LTsuFNqt82k,36,0.407,0.899,2,-6.238,1,0.115,0.0011,0.269,0.126,0.142,115.005,159080,4
734,King Gizzard & The Lizard Wizard,Superbug,2e9sPx5xxJFyCecgNpq3Zb,36,0.277,0.612,8,-6.417,1,0.0466,0.0218,0.1,0.103,0.207,90.012,403333,4
735,King Gizzard & The Lizard Wizard,Venusian 1,07emIvmVExzrUNRraeC3JJ,35,0.233,0.904,1,-5.759,1,0.0687,0.000426,0.4,0.248,0.357,81.608,200587,4
736,King Gizzard & The Lizard Wizard,Perihelion,6Mxqj3ClyindysAxYqqrrg,36,0.233,0.933,6,-5.804,1,0.0572,0.00694,0.642,0.101,0.42,95.972,191320,3
737,King Gizzard & The Lizard Wizard,Venusian 2,1VjyWxlrbNPF4ZtHZiw0Tp,35,0.351,0.959,2,-7.098,1,0.119,9.12e-05,0.0446,0.171,0.127,134.023,164387,3
738,King Gizzard & The Lizard Wizard,Self-Immolate,6BSstu7y08lkJT5dNlEOkN,38,0.307,0.897,2,-6.491,1,0.216,0.00018,0.0126,0.0873,0.175,158.925,268520,4
739,King Gizzard & The Lizard Wizard,Hell,5bCxQhumlHXRjfyjOS2ib6,37,0.141,0.946,1,-5.97,1,0.121,0.000289,0.0729,0.0463,0.0388,168.342,219592,4
740,King Gizzard & The Lizard Wizard,Empty,3vboob8NN5H5tmlkdBVJAT,0,0.283,0.847,9,-6.217,1,0.105,0.0827,0.168,0.371,0.29,157.514,250699,3
741,King Gizzard & The Lizard Wizard,Hot Water,2ZXsEn0metMwsRWvFdQCst,0,0.627,0.609,9,-9.387,1,0.0332,0.859,0.891,0.116,0.734,86.863,203787,4
742,King Gizzard & The Lizard Wizard,Am I In Heaven?,5eTgQWNABmyZVROmTOrmEV,0,0.229,0.903,6,-4.323,1,0.0973,0.00786,0.0372,0.484,0.145,104.387,425873,4
743,King Gizzard & The Lizard Wizard,Slow Jam 1,3ZoYlQOl3ewm2BSULB5RzG,0,0.422,0.732,6,-7.762,1,0.0892,0.353,0.808,0.365,0.734,175.43,174564,4
744,King Gizzard & The Lizard Wizard,Satan Speeds Up,1cz4FE0phys1yD8AGGCFXM,0,0.247,0.692,7,-6.296,1,0.0569,0.959,0.772,0.247,0.364,76.554,219083,4
745,King Gizzard & The Lizard Wizard,I'm In Your Mind,7Jt8XwrIn68jXTwX22VDvX,0,0.274,0.776,6,-5.63,0,0.06,0.00595,0.809,0.597,0.408,93.378,213590,4
746,King Gizzard & The Lizard Wizard,I'm Not In Your Mind,7xffVYrQuJKRHrBb8J7Lyh,0,0.317,0.739,6,-6.197,0,0.0479,0.000414,0.839,0.0931,0.531,91.535,178262,4
747,King Gizzard & The Lizard Wizard,Cellophane,5wP8Kfjw289xNopU7ZJXYF,0,0.43,0.887,7,-6.175,1,0.122,0.00213,0.914,0.12,0.356,93.086,190786,4
748,King Gizzard & The Lizard Wizard,I'm In Your Mind Fuzz,5trSh2cINTmVGoLeSZ32NP,0,0.335,0.821,6,-6.155,0,0.0603,0.0169,0.98,0.563,0.261,94.533,171829,4
749,King Gizzard & The Lizard Wizard,Her And I (Slow Jam 2),7bvBqdWeTTXnjiQcRVTke5,0,0.538,0.858,4,-7.114,1,0.0633,0.0125,0.0792,0.251,0.547,117.042,495216,4
750,King Gizzard & The Lizard Wizard,Beginner's Luck,1ufs3bvOQWomhmeSojU0j6,0,0.552,0.805,2,-6.941,1,0.0539,0.248,0.00314,0.296,0.548,73.232,265499,4
751,King Gizzard & The Lizard Wizard,Greenhouse Heat Death,1LkK1oAbmTII26IzYciADn,0,0.397,0.79,6,-6.043,1,0.0368,0.00285,0.796,0.121,0.119,121.201,253159,4
752,King Gizzard & The Lizard Wizard,Barefoot Desert,0re17WFGDB1mNZmnQE4t4l,0,0.407,0.422,7,-8.921,1,0.0413,0.586,0.35,0.168,0.623,155.781,223900,3
753,King Gizzard & The Lizard Wizard,Muddy Water,6GR2ftQjBA7QP03gm5zRQL,0,0.399,0.918,7,-5.263,1,0.0502,0.153,0.899,0.117,0.969,181.378,218664,3
754,King Gizzard & The Lizard Wizard,Superposition,30tMuMHz4Gq18dR4jPBTxm,0,0.528,0.606,5,-7.738,1,0.0279,0.252,0.000196,0.147,0.462,150.087,215417,5
755,King Gizzard & The Lizard Wizard,Down The Sink,6o6A45k0AoNP8eagRl5zHb,0,0.743,0.745,2,-5.666,0,0.032,0.342,0.0504,0.0883,0.913,100.024,239727,3
756,King Gizzard & The Lizard Wizard,The Great Chain Of Being,4D9OVUvHBXbZFdBWMGUXkt,0,0.442,0.694,4,-6.613,1,0.0316,0.000431,0.178,0.116,0.344,112.183,290125,4
757,King Gizzard & The Lizard Wizard,The Last Oasis,2RYjjYGzW3WK7X32aiSU3e,0,0.293,0.68,11,-8.43,1,0.114,0.361,0.0273,0.288,0.423,79.34,214977,4
758,King Gizzard & The Lizard Wizard,All Is Known,10ECNn8WD9TTpP6dM6ddIf,0,0.287,0.931,2,-4.511,1,0.0691,0.0252,0.0555,0.378,0.451,101.138,214348,3
759,King Gizzard & The Lizard Wizard,I'm Sleepin' In,3GYwMdvk3YPIObu6nkr3e6,0,0.309,0.654,0,-8.81,1,0.0506,0.073,0.102,0.366,0.505,78.613,180358,4
760,King Gizzard & The Lizard Wizard,The Wheel,1Pq7dy57191IiyVUocTuEU,0,0.242,0.684,1,-9.15,0,0.0403,0.0319,0.118,0.165,0.303,179.661,337068,1
761,King Gizzard & The Lizard Wizard,Head On/Pill,1QRF2G6fikn2HfRiasawb2,0,0.0686,0.912,0,-5.024,1,0.066,2.33e-05,0.00501,0.077,0.25,185.332,961240,4
762,King Gizzard & The Lizard Wizard,30 Past 7,03xANIa6zQpVHzHiJoA4NP,0,0.27,0.651,5,-5.585,1,0.0414,0.000711,0.12,0.0669,0.195,76.448,223827,4
763,King Gizzard & The Lizard Wizard,Mystery Jack,0vOUgNDuCbOuQEF1zKAhlc,0,0.454,0.921,0,-6.366,1,0.0539,1.69e-05,0.186,0.415,0.462,116.042,167960,4
764,King Gizzard & The Lizard Wizard,Float Along – Fill Your Lungs,3F0zzoYVtlq9NRId4pBSi0,0,0.188,0.489,7,-4.977,1,0.0418,0.00382,0.22,0.0926,0.0368,112.95,405667,4
765,King Gizzard & The Lizard Wizard,I’m Not a Man Unless I Have A Woman,6gQpk5oGdBh2Y6azNSIOtc,0,0.203,0.536,0,-10.37,1,0.0358,0.000334,0.148,0.0719,0.695,188.775,175547,4
766,King Gizzard & The Lizard Wizard,God Is Calling Me Back Home,5EQzn8CEclXUd2pNidVRG5,0,0.362,0.836,9,-5.663,1,0.0721,0.0366,0.000321,0.38,0.265,124.056,264893,4
767,King Gizzard & The Lizard Wizard,Let Me Mend The Past,4fehe9nu0eJS1mQrfh5Lfh,0,0.578,0.791,2,-6.086,1,0.0284,0.0362,8.26e-06,0.267,0.79,101.556,150347,4
768,King Gizzard & The Lizard Wizard,Pop In My Step,6DdfEbYvWkotzMoKhCndmy,0,0.439,0.826,9,-8.433,1,0.0629,0.477,0.009,0.396,0.878,207.418,171720,4
769,King Gizzard & The Lizard Wizard,Fishing For Fishies,3nLAN9o0pwRM6qNBE6LIKn,0,0.537,0.786,7,-6.653,1,0.0802,0.13,0.385,0.296,0.736,109.388,301440,4
770,King Gizzard & The Lizard Wizard,Boogieman Sam,1imA2gM3IjetWVmetLNbCa,0,0.416,0.753,2,-6.732,1,0.0563,0.0686,0.179,0.357,0.525,173.825,281920,4
771,King Gizzard & The Lizard Wizard,The Bird Song,3AZBU8YWI3JUEzH3rO4xeu,0,0.447,0.789,9,-7.005,1,0.0508,0.0312,0.852,0.0934,0.651,123.924,264960,4
772,King Gizzard & The Lizard Wizard,Plastic Boogie,09iQ7El7uiqVFqwwSo7Gfg,0,0.404,0.735,11,-7.417,1,0.0518,0.00716,0.0595,0.586,0.373,180.319,183400,5
773,King Gizzard & The Lizard Wizard,The Cruel Millennial,5ZxaazUsw8Ed3rqX04uni0,0,0.397,0.765,2,-7.126,1,0.0411,0.024,0.00342,0.2,0.674,90.752,296920,3
774,King Gizzard & The Lizard Wizard,Real's Not Real,1vnHnuDuD6JEm2aImSpCov,0,0.297,0.762,11,-6.937,1,0.0428,0.00172,0.555,0.408,0.592,159.685,220840,3
775,King Gizzard & The Lizard Wizard,This Thing,4AmvxQPJ3Bd3T4S99VxHrO,0,0.607,0.538,6,-6.177,1,0.0591,0.0494,0.00147,0.307,0.652,149.954,239880,4
776,King Gizzard & The Lizard Wizard,Acarine,70wdmxz8aIp75BK2piofnM,0,0.314,0.792,5,-7.539,0,0.0401,0.317,0.491,0.187,0.407,156.923,324280,5
777,King Gizzard & The Lizard Wizard,Cyboogie,5v4n9cwxnlAGRQFce0l66l,0,0.427,0.703,4,-6.84,0,0.0586,0.0739,0.673,0.206,0.186,124.431,408013,4
778,King Gizzard & The Lizard Wizard,Elbow,1i0rgNF7JrTll6wTe4hAa1,0,0.243,0.878,9,-5.673,1,0.0566,1.81e-05,0.419,0.141,0.259,176.999,159880,4
779,King Gizzard & The Lizard Wizard,12 Bar Bruise,0u22Fo821fjbQJPRxwKQuV,0,0.361,0.943,9,-5.344,1,0.062,0.01,0.0808,0.198,0.363,113.106,227253,4
780,King Gizzard & The Lizard Wizard,Garage Liddiard,1l6TxudoPc8LupxOb7RDjN,0,0.231,0.877,11,-4.62,1,0.0777,0.000303,0.00018,0.322,0.485,158.364,149373,4
781,King Gizzard & The Lizard Wizard,Sam Cherry's Last Shot,0iqXGRa3GiHTXSNA49UMk3,0,0.262,0.793,4,-7.204,0,0.0728,0.495,2.63e-05,0.13,0.479,89.564,168827,4
782,King Gizzard & The Lizard Wizard,Bloody Ripper,1TyEXzrsZAEVJSLaYuoCnB,0,0.275,0.787,6,-7.069,1,0.0356,3.4e-05,0.0,0.114,0.328,126.764,133387,4
783,King Gizzard & The Lizard Wizard,Sea of Trees,0icXofyL30gIyTDQyOdWLE,0,0.221,0.723,0,-4.036,1,0.039,6.15e-06,0.905,0.0902,0.376,85.63,194587,4
784,King Gizzard & The Lizard Wizard,Footy Footy,4GT1CBz4juc5x2volV21lk,0,0.131,0.951,2,-4.865,1,0.229,0.000391,0.0282,0.336,0.686,187.614,119360,4
785,King Gizzard & The Lizard Wizard,Muckraker,5re35jG4R6tqvywiKlXreT,0,0.197,0.896,4,-4.866,1,0.0601,9.94e-06,0.879,0.143,0.458,127.048,180400,4
786,King Gizzard & The Lizard Wizard,Nein,74tA7UUb6o2eLgpRyEegNp,0,0.174,0.97,9,-4.208,1,0.111,0.00028,0.819,0.227,0.24,126.428,172000,4
787,King Gizzard & The Lizard Wizard,High Hopes Low,6DsCk7YktcUyMj5gRtsXPO,0,0.294,0.927,5,-2.297,1,0.0895,0.00501,0.83,0.174,0.328,112.059,225893,4
788,King Gizzard & The Lizard Wizard,Cut Throat Boogie,6NBw6i6gYDGzbxQsuQVqcv,0,0.218,0.794,2,-6.059,1,0.0498,7.23e-05,0.809,0.201,0.287,99.829,170027,4
789,King Gizzard & The Lizard Wizard,"Uh Oh, I Called Mum",5Ut0OEomNuyXoB4XA7y7Ua,0,0.104,0.972,9,-4.476,1,0.255,7.39e-05,0.462,0.565,0.292,190.55,157907,4
790,Foo Fighters,Monkey Wrench,44wXefe8WB9Fd6xwtmAwbR,68,0.401,0.953,4,-4.276,1,0.0752,1.83e-05,2.56e-05,0.149,0.555,174.217,231480,4
791,Foo Fighters,My Hero,4dVbhS6OiYvFikshyaQaCN,71,0.398,0.927,9,-4.212,1,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,260027,4
792,Foo Fighters,Everlong,5UWwZ5lm5PKu6eKsHAGxOk,79,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547,4
793,Creedence Clearwater Revival,Fortunate Son,4BP3uh0hFLFRb5cjsgLqDh,79,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,4
794,The Who,My Generation - Mono Version,45s88Xopo6KvHc0PQ05aGg,56,0.299,0.787,0,-7.93,0,0.069,0.14,0.0,0.292,0.716,94.798,198867,4
795,The Who,Who Are You,23IJ5wLRhEZ9DOuia5mPiZ,64,0.651,0.648,9,-11.409,1,0.0501,0.262,0.0042,0.0655,0.49,156.372,381627,4
796,The Who,Baba O'Riley,3qiyyUfYe7CRYLucrPmulD,74,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,300400,4
797,Creedence Clearwater Revival,Bad Moon Rising,20OFwXhEXf12DzwXmaV7fj,76,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600,4
798,Creedence Clearwater Revival,Have You Ever Seen The Rain,5DnT9a5IM3eMjKgXTWVJvi,70,0.743,0.47,0,-13.154,1,0.029,0.0936,3.15e-05,0.186,0.89,116.122,160333,4
799,Neutral Milk Hotel,King of Carrot Flowers Pt. 1,17Nowmq4iF2rkbd1rAe1Vt,0,0.407,0.519,5,-6.47,1,0.0336,0.11,0.889,0.409,0.342,94.001,120427,4
800,Neutral Milk Hotel,Two-Headed Boy,19Ov4l8mtvCT1iEUKks4aM,0,0.342,0.613,7,-4.084,1,0.0311,0.705,0.0,0.14,0.267,145.84,266107,4
801,Neutral Milk Hotel,The Fool,2weDkGIMFWvWK908lBUC2s,0,0.283,0.683,2,-4.907,0,0.0303,0.0557,0.846,0.529,0.308,109.766,113147,3
802,Neutral Milk Hotel,Oh Comely,0aP5ZTP3o3IvqNvGZ8OUUq,0,0.365,0.357,4,-6.227,0,0.0343,0.744,1.97e-05,0.11,0.117,118.436,498147,3
803,Neutral Milk Hotel,Ghost,6CdDTczPGeI9sdznpTmYEZ,0,0.192,0.943,4,-4.059,1,0.0828,0.0249,7.61e-06,0.135,0.218,136.369,248573,4
804,Neutral Milk Hotel,[untitled],36qRFmDu0pMLiDjG83mizZ,0,0.0735,0.873,4,-4.24,1,0.12,0.00204,0.411,0.13,0.11,188.917,136027,4
805,Neutral Milk Hotel,King of Carrot Flowers Pts. 2 & 3,6dFlPqbcAjpvDKp8voczqX,0,0.219,0.827,5,-5.395,1,0.123,0.0477,0.0,0.135,0.121,131.7,186280,4
